ROS2_Clock,Topic_Name,Data_Keys,Value_0
7115568375,/electrical/voltage,voltage_V,26.0388
7116110292,/electrical/current,current_A,-0.9433
7116653542,/electrical/power,power_W,0.0239
7118123083,/electrical/voltage,voltage_V,26.0450
7118652792,/electrical/current,current_A,-0.9243
7119195250,/electrical/power,power_W,0.0244
7120629208,/electrical/voltage,voltage_V,26.0488
7121176792,/electrical/current,current_A,-0.9223
7121736792,/electrical/power,power_W,0.0241
7123072542,/electrical/voltage,voltage_V,26.0512
7123593000,/electrical/current,current_A,-0.9505
7124142333,/electrical/power,power_W,0.0243
7126868333,/electrical/voltage,voltage_V,26.0512
7127408000,/electrical/current,current_A,-0.9260
7127950625,/electrical/power,power_W,0.0240
7129838208,/electrical/voltage,voltage_V,26.0550
7130375875,/electrical/current,current_A,-0.9198
7130949667,/electrical/power,power_W,0.0243
7131576625,/electrical/voltage,voltage_V,26.0388
7132239833,/electrical/current,current_A,-0.9263
7134084667,/electrical/power,power_W,0.0242
7134640000,/electrical/voltage,voltage_V,26.0637
7135180833,/electrical/current,current_A,-0.9310
7135745000,/electrical/power,power_W,0.0241
7136320458,/electrical/voltage,voltage_V,26.0325
7136886750,/electrical/current,current_A,-0.9375
7137428875,/electrical/power,power_W,0.0242
7138041958,/electrical/voltage,voltage_V,26.0388
7138582083,/electrical/current,current_A,-0.9360
7139135000,/electrical/power,power_W,0.0242
7140631500,/electrical/voltage,voltage_V,26.0613
7141247833,/electrical/current,current_A,-0.9305
7141827667,/electrical/power,power_W,0.0243
7143100333,/electrical/voltage,voltage_V,26.0450
7143617458,/electrical/current,current_A,-0.9218
7144164542,/electrical/power,power_W,0.0241
7145587750,/electrical/voltage,voltage_V,26.0550
7146123333,/electrical/current,current_A,-0.9417
7146666167,/electrical/power,power_W,0.0241
7148091583,/electrical/voltage,voltage_V,26.0150
7148692500,/electrical/current,current_A,-0.9273
7149226625,/electrical/power,power_W,0.0242
7150569000,/electrical/voltage,voltage_V,26.0388
7151178917,/electrical/current,current_A,-0.9383
